feature_id,symbol,source
"HBA2","HBA2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P08.counts.txt.gz"
"HBA1","HBA1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P08.counts.txt.gz"
"HBQ1","HBQ1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P08.counts.txt.gz"
"HBEGF","HBEGF","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P09.counts.txt.gz"
"HBB","HBB","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P09.counts.txt.gz"
"HBD","HBD","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P09.counts.txt.gz"
"HBG1","HBG1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P09.counts.txt.gz"
"HBG2","HBG2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P09.counts.txt.gz"
"HBE1","HBE1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P09.counts.txt.gz"
"HBZ","HBZ","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P09.counts.txt.gz"
"HBA2","HBA2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P09.counts.txt.gz"
"HBA1","HBA1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P09.counts.txt.gz"
"HBQ1","HBQ1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P09.counts.txt.gz"
"HBEGF","HBEGF","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P10.counts.txt.gz"
"HBB","HBB","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P10.counts.txt.gz"
"HBD","HBD","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P10.counts.txt.gz"
"HBG1","HBG1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P10.counts.txt.gz"
"HBG2","HBG2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P10.counts.txt.gz"
"HBE1","HBE1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P10.counts.txt.gz"
"HBZ","HBZ","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P10.counts.txt.gz"
"HBA2","HBA2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P10.counts.txt.gz"
"HBA1","HBA1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P10.counts.txt.gz"
"HBQ1","HBQ1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P10.counts.txt.gz"
"HBEGF","HBEGF","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P11.counts.txt.gz"
"HBB","HBB","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P11.counts.txt.gz"
"HBD","HBD","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P11.counts.txt.gz"
"HBG1","HBG1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P11.counts.txt.gz"
"HBG2","HBG2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P11.counts.txt.gz"
"HBE1","HBE1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P11.counts.txt.gz"
"HBZ","HBZ","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P11.counts.txt.gz"
"HBA2","HBA2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P11.counts.txt.gz"
"HBA1","HBA1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P11.counts.txt.gz"
"HBQ1","HBQ1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P11.counts.txt.gz"
"HBEGF","HBEGF","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P12.counts.txt.gz"
"HBB","HBB","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P12.counts.txt.gz"
"HBD","HBD","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P12.counts.txt.gz"
"HBG1","HBG1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P12.counts.txt.gz"
"HBG2","HBG2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P12.counts.txt.gz"
"HBE1","HBE1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P12.counts.txt.gz"
"HBZ","HBZ","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P12.counts.txt.gz"
"HBA2","HBA2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P12.counts.txt.gz"
"HBA1","HBA1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P12.counts.txt.gz"
"HBQ1","HBQ1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P12.counts.txt.gz"
"HBEGF","HBEGF","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P13.counts.txt.gz"
"HBB","HBB","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P13.counts.txt.gz"
"HBD","HBD","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P13.counts.txt.gz"
"HBG1","HBG1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P13.counts.txt.gz"
"HBG2","HBG2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P13.counts.txt.gz"
"HBE1","HBE1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P13.counts.txt.gz"
"HBZ","HBZ","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P13.counts.txt.gz"
"HBA2","HBA2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P13.counts.txt.gz"
"HBA1","HBA1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P13.counts.txt.gz"
"HBQ1","HBQ1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P13.counts.txt.gz"
"HBEGF","HBEGF","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P14.counts.txt.gz"
"HBB","HBB","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P14.counts.txt.gz"
"HBD","HBD","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P14.counts.txt.gz"
"HBG1","HBG1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P14.counts.txt.gz"
"HBG2","HBG2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P14.counts.txt.gz"
"HBE1","HBE1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P14.counts.txt.gz"
"HBZ","HBZ","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P14.counts.txt.gz"
"HBA2","HBA2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P14.counts.txt.gz"
"HBA1","HBA1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P14.counts.txt.gz"
"HBQ1","HBQ1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P14.counts.txt.gz"
"HBEGF","HBEGF","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P15.counts.txt.gz"
"HBB","HBB","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P15.counts.txt.gz"
"HBD","HBD","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P15.counts.txt.gz"
"HBG1","HBG1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P15.counts.txt.gz"
"HBG2","HBG2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P15.counts.txt.gz"
"HBE1","HBE1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P15.counts.txt.gz"
"HBZ","HBZ","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P15.counts.txt.gz"
"HBA2","HBA2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P15.counts.txt.gz"
"HBA1","HBA1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P15.counts.txt.gz"
"HBQ1","HBQ1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P15.counts.txt.gz"
"HBEGF","HBEGF","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P16.counts.txt.gz"
"HBB","HBB","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P16.counts.txt.gz"
"HBD","HBD","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P16.counts.txt.gz"
"HBG1","HBG1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P16.counts.txt.gz"
"HBG2","HBG2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P16.counts.txt.gz"
"HBE1","HBE1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P16.counts.txt.gz"
"HBZ","HBZ","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P16.counts.txt.gz"
"HBA2","HBA2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P16.counts.txt.gz"
"HBA1","HBA1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P16.counts.txt.gz"
"HBQ1","HBQ1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P16.counts.txt.gz"
"HBEGF","HBEGF","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P17.counts.txt.gz"
"HBB","HBB","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P17.counts.txt.gz"
"HBD","HBD","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P17.counts.txt.gz"
"HBG1","HBG1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P17.counts.txt.gz"
"HBG2","HBG2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P17.counts.txt.gz"
"HBE1","HBE1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P17.counts.txt.gz"
"HBZ","HBZ","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P17.counts.txt.gz"
"HBA2","HBA2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P17.counts.txt.gz"
"HBA1","HBA1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P17.counts.txt.gz"
"HBQ1","HBQ1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P17.counts.txt.gz"
"HBEGF","HBEGF","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P18.counts.txt.gz"
"HBB","HBB","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P18.counts.txt.gz"
"HBD","HBD","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P18.counts.txt.gz"
"HBG1","HBG1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P18.counts.txt.gz"
"HBG2","HBG2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P18.counts.txt.gz"
"HBE1","HBE1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P18.counts.txt.gz"
"HBZ","HBZ","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P18.counts.txt.gz"
"HBA2","HBA2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P18.counts.txt.gz"
"HBA1","HBA1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P18.counts.txt.gz"
"HBQ1","HBQ1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P18.counts.txt.gz"
"HBEGF","HBEGF","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P19.counts.txt.gz"
"HBB","HBB","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P19.counts.txt.gz"
"HBD","HBD","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P19.counts.txt.gz"
"HBG1","HBG1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P19.counts.txt.gz"
"HBG2","HBG2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P19.counts.txt.gz"
"HBE1","HBE1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P19.counts.txt.gz"
"HBZ","HBZ","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P19.counts.txt.gz"
"HBA2","HBA2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P19.counts.txt.gz"
"HBA1","HBA1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P19.counts.txt.gz"
"HBQ1","HBQ1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P19.counts.txt.gz"
"HBEGF","HBEGF","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P20.counts.txt.gz"
"HBB","HBB","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P20.counts.txt.gz"
"HBD","HBD","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P20.counts.txt.gz"
"HBG1","HBG1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P20.counts.txt.gz"
"HBG2","HBG2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P20.counts.txt.gz"
"HBE1","HBE1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P20.counts.txt.gz"
"HBZ","HBZ","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P20.counts.txt.gz"
"HBA2","HBA2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P20.counts.txt.gz"
"HBA1","HBA1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P20.counts.txt.gz"
"HBQ1","HBQ1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P20.counts.txt.gz"
"HBEGF","HBEGF","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P21.counts.txt.gz"
"HBB","HBB","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P21.counts.txt.gz"
"HBD","HBD","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P21.counts.txt.gz"
"HBG1","HBG1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P21.counts.txt.gz"
"HBG2","HBG2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P21.counts.txt.gz"
"HBE1","HBE1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P21.counts.txt.gz"
"HBZ","HBZ","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P21.counts.txt.gz"
"HBA2","HBA2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P21.counts.txt.gz"
"HBA1","HBA1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P21.counts.txt.gz"
"HBQ1","HBQ1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P21.counts.txt.gz"
"HBEGF","HBEGF","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P23.counts.txt.gz"
"HBB","HBB","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P23.counts.txt.gz"
"HBD","HBD","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P23.counts.txt.gz"
"HBG1","HBG1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P23.counts.txt.gz"
"HBG2","HBG2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P23.counts.txt.gz"
