dataset_id,lineage,strategy,variable,association_type,association_value,status
"GSE154600","B_Plasma_like","C_RPCA","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Combined_broad_lineages","A_uncorrected","nCount_RNA","eta_squared",0.361185723472423,"COMPLETE"
"GSE154600","Combined_broad_lineages","A_uncorrected","nFeature_RNA","eta_squared",0.401223303256668,"COMPLETE"
"GSE154600","Combined_broad_lineages","A_uncorrected","percent.mt","eta_squared",0.258886930665007,"COMPLETE"
"GSE154600","Combined_broad_lineages","A_uncorrected","doublet_score","eta_squared",0.0476374508564118,"COMPLETE"
"GSE154600","Combined_broad_lineages","A_uncorrected","sample_id","cramers_v",0.849201507851552,"COMPLETE"
"GSE154600","Combined_broad_lineages","A_uncorrected","patient_id","cramers_v",0.849201507851552,"COMPLETE"
"GSE154600","Combined_broad_lineages","A_uncorrected","timepoint","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Combined_broad_lineages","A_uncorrected","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Combined_broad_lineages","B_harmony_sample","nCount_RNA","eta_squared",0.31295738327392,"COMPLETE"
"GSE154600","Combined_broad_lineages","B_harmony_sample","nFeature_RNA","eta_squared",0.414041686869581,"COMPLETE"
"GSE154600","Combined_broad_lineages","B_harmony_sample","percent.mt","eta_squared",0.13767913751763,"COMPLETE"
"GSE154600","Combined_broad_lineages","B_harmony_sample","doublet_score","eta_squared",0.0281733440427899,"COMPLETE"
"GSE154600","Combined_broad_lineages","B_harmony_sample","sample_id","cramers_v",0.339337974597529,"COMPLETE"
"GSE154600","Combined_broad_lineages","B_harmony_sample","patient_id","cramers_v",0.339337974597529,"COMPLETE"
"GSE154600","Combined_broad_lineages","B_harmony_sample","timepoint","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Combined_broad_lineages","B_harmony_sample","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Cycling_like","A_uncorrected","nCount_RNA","eta_squared",0.59024015298262,"COMPLETE"
"GSE154600","Cycling_like","A_uncorrected","nFeature_RNA","eta_squared",0.709087381454153,"COMPLETE"
"GSE154600","Cycling_like","A_uncorrected","percent.mt","eta_squared",0.187525677346319,"COMPLETE"
"GSE154600","Cycling_like","A_uncorrected","doublet_score","eta_squared",0.215091500998322,"COMPLETE"
"GSE154600","Cycling_like","A_uncorrected","sample_id","cramers_v",0.658045995751959,"COMPLETE"
"GSE154600","Cycling_like","A_uncorrected","patient_id","cramers_v",0.658045995751959,"COMPLETE"
"GSE154600","Cycling_like","A_uncorrected","timepoint","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Cycling_like","A_uncorrected","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Cycling_like","B_harmony_sample","nCount_RNA","eta_squared",0.592171195319703,"COMPLETE"
"GSE154600","Cycling_like","B_harmony_sample","nFeature_RNA","eta_squared",0.719868405057218,"COMPLETE"
"GSE154600","Cycling_like","B_harmony_sample","percent.mt","eta_squared",0.114461055827426,"COMPLETE"
"GSE154600","Cycling_like","B_harmony_sample","doublet_score","eta_squared",0.2262024597645,"COMPLETE"
"GSE154600","Cycling_like","B_harmony_sample","sample_id","cramers_v",0.417239409310162,"COMPLETE"
"GSE154600","Cycling_like","B_harmony_sample","patient_id","cramers_v",0.417239409310162,"COMPLETE"
"GSE154600","Cycling_like","B_harmony_sample","timepoint","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Cycling_like","B_harmony_sample","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Endothelial_like","A_uncorrected","nCount_RNA","eta_squared",0.382268740500544,"COMPLETE"
"GSE154600","Endothelial_like","A_uncorrected","nFeature_RNA","eta_squared",0.451970181346866,"COMPLETE"
"GSE154600","Endothelial_like","A_uncorrected","percent.mt","eta_squared",0.267605295681023,"COMPLETE"
"GSE154600","Endothelial_like","A_uncorrected","doublet_score","eta_squared",0.0564597684704474,"COMPLETE"
"GSE154600","Endothelial_like","A_uncorrected","sample_id","cramers_v",0.739352845847589,"COMPLETE"
"GSE154600","Endothelial_like","A_uncorrected","patient_id","cramers_v",0.739352845847589,"COMPLETE"
"GSE154600","Endothelial_like","A_uncorrected","timepoint","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Endothelial_like","A_uncorrected","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Endothelial_like","B_harmony_sample","nCount_RNA","eta_squared",0.432529043297627,"COMPLETE"
"GSE154600","Endothelial_like","B_harmony_sample","nFeature_RNA","eta_squared",0.532342552730631,"COMPLETE"
"GSE154600","Endothelial_like","B_harmony_sample","percent.mt","eta_squared",0.101317594085975,"COMPLETE"
"GSE154600","Endothelial_like","B_harmony_sample","doublet_score","eta_squared",0.0936804330538648,"COMPLETE"
"GSE154600","Endothelial_like","B_harmony_sample","sample_id","cramers_v",0.358455515201827,"COMPLETE"
"GSE154600","Endothelial_like","B_harmony_sample","patient_id","cramers_v",0.358455515201827,"COMPLETE"
"GSE154600","Endothelial_like","B_harmony_sample","timepoint","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Endothelial_like","B_harmony_sample","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Epithelial_like","A_uncorrected","nCount_RNA","eta_squared",0.278611003516165,"COMPLETE"
"GSE154600","Epithelial_like","A_uncorrected","nFeature_RNA","eta_squared",0.428990675595695,"COMPLETE"
"GSE154600","Epithelial_like","A_uncorrected","percent.mt","eta_squared",0.295109177175507,"COMPLETE"
"GSE154600","Epithelial_like","A_uncorrected","doublet_score","eta_squared",0.0892752341338819,"COMPLETE"
"GSE154600","Epithelial_like","A_uncorrected","sample_id","cramers_v",0.980627689774756,"COMPLETE"
"GSE154600","Epithelial_like","A_uncorrected","patient_id","cramers_v",0.980627689774756,"COMPLETE"
"GSE154600","Epithelial_like","A_uncorrected","timepoint","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Epithelial_like","A_uncorrected","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Epithelial_like","B_harmony_sample","nCount_RNA","eta_squared",0.359510029629228,"COMPLETE"
"GSE154600","Epithelial_like","B_harmony_sample","nFeature_RNA","eta_squared",0.524493535405075,"COMPLETE"
"GSE154600","Epithelial_like","B_harmony_sample","percent.mt","eta_squared",0.288679885588398,"COMPLETE"
"GSE154600","Epithelial_like","B_harmony_sample","doublet_score","eta_squared",0.0779024119655997,"COMPLETE"
"GSE154600","Epithelial_like","B_harmony_sample","sample_id","cramers_v",0.649810969749694,"COMPLETE"
"GSE154600","Epithelial_like","B_harmony_sample","patient_id","cramers_v",0.649810969749694,"COMPLETE"
"GSE154600","Epithelial_like","B_harmony_sample","timepoint","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Epithelial_like","B_harmony_sample","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Epithelial_like","C_RPCA","nCount_RNA","eta_squared",0.443087949893179,"COMPLETE"
"GSE154600","Epithelial_like","C_RPCA","nFeature_RNA","eta_squared",0.582327552545143,"COMPLETE"
"GSE154600","Epithelial_like","C_RPCA","percent.mt","eta_squared",0.285202289884191,"COMPLETE"
"GSE154600","Epithelial_like","C_RPCA","doublet_score","eta_squared",0.12159128138899,"COMPLETE"
"GSE154600","Epithelial_like","C_RPCA","sample_id","cramers_v",0.631422983465792,"COMPLETE"
"GSE154600","Epithelial_like","C_RPCA","patient_id","cramers_v",0.631422983465792,"COMPLETE"
"GSE154600","Epithelial_like","C_RPCA","timepoint","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Epithelial_like","C_RPCA","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Fibroblast_like","A_uncorrected","nCount_RNA","eta_squared",0.592575402422591,"COMPLETE"
"GSE154600","Fibroblast_like","A_uncorrected","nFeature_RNA","eta_squared",0.650872007837911,"COMPLETE"
"GSE154600","Fibroblast_like","A_uncorrected","percent.mt","eta_squared",0.206725438510898,"COMPLETE"
"GSE154600","Fibroblast_like","A_uncorrected","doublet_score","eta_squared",0.0348515175201433,"COMPLETE"
"GSE154600","Fibroblast_like","A_uncorrected","sample_id","cramers_v",0.644117361845607,"COMPLETE"
"GSE154600","Fibroblast_like","A_uncorrected","patient_id","cramers_v",0.644117361845607,"COMPLETE"
"GSE154600","Fibroblast_like","A_uncorrected","timepoint","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Fibroblast_like","A_uncorrected","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Fibroblast_like","B_harmony_sample","nCount_RNA","eta_squared",0.617334738761859,"COMPLETE"
"GSE154600","Fibroblast_like","B_harmony_sample","nFeature_RNA","eta_squared",0.690374880358725,"COMPLETE"
"GSE154600","Fibroblast_like","B_harmony_sample","percent.mt","eta_squared",0.147160598851428,"COMPLETE"
"GSE154600","Fibroblast_like","B_harmony_sample","doublet_score","eta_squared",0.0401133138039965,"COMPLETE"
"GSE154600","Fibroblast_like","B_harmony_sample","sample_id","cramers_v",0.233696845909611,"COMPLETE"
"GSE154600","Fibroblast_like","B_harmony_sample","patient_id","cramers_v",0.233696845909611,"COMPLETE"
"GSE154600","Fibroblast_like","B_harmony_sample","timepoint","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Fibroblast_like","B_harmony_sample","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Fibroblast_like","C_RPCA","nCount_RNA","eta_squared",0.597434233129771,"COMPLETE"
"GSE154600","Fibroblast_like","C_RPCA","nFeature_RNA","eta_squared",0.682457520950376,"COMPLETE"
"GSE154600","Fibroblast_like","C_RPCA","percent.mt","eta_squared",0.203739520154175,"COMPLETE"
"GSE154600","Fibroblast_like","C_RPCA","doublet_score","eta_squared",0.04973981309424,"COMPLETE"
"GSE154600","Fibroblast_like","C_RPCA","sample_id","cramers_v",0.401434321719446,"COMPLETE"
"GSE154600","Fibroblast_like","C_RPCA","patient_id","cramers_v",0.401434321719446,"COMPLETE"
"GSE154600","Fibroblast_like","C_RPCA","timepoint","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Fibroblast_like","C_RPCA","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Myeloid_like","A_uncorrected","nCount_RNA","eta_squared",0.470061914107302,"COMPLETE"
"GSE154600","Myeloid_like","A_uncorrected","nFeature_RNA","eta_squared",0.482610925865255,"COMPLETE"
"GSE154600","Myeloid_like","A_uncorrected","percent.mt","eta_squared",0.271386577442626,"COMPLETE"
"GSE154600","Myeloid_like","A_uncorrected","doublet_score","eta_squared",0.0624045660587271,"COMPLETE"
"GSE154600","Myeloid_like","A_uncorrected","sample_id","cramers_v",0.829505663287002,"COMPLETE"
"GSE154600","Myeloid_like","A_uncorrected","patient_id","cramers_v",0.829505663287002,"COMPLETE"
"GSE154600","Myeloid_like","A_uncorrected","timepoint","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Myeloid_like","A_uncorrected","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Myeloid_like","B_harmony_sample","nCount_RNA","eta_squared",0.271748791078399,"COMPLETE"
"GSE154600","Myeloid_like","B_harmony_sample","nFeature_RNA","eta_squared",0.331676476807365,"COMPLETE"
"GSE154600","Myeloid_like","B_harmony_sample","percent.mt","eta_squared",0.171263383620582,"COMPLETE"
"GSE154600","Myeloid_like","B_harmony_sample","doublet_score","eta_squared",0.0311963813426486,"COMPLETE"
"GSE154600","Myeloid_like","B_harmony_sample","sample_id","cramers_v",0.506895716709047,"COMPLETE"
"GSE154600","Myeloid_like","B_harmony_sample","patient_id","cramers_v",0.506895716709047,"COMPLETE"
"GSE154600","Myeloid_like","B_harmony_sample","timepoint","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Myeloid_like","B_harmony_sample","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Myeloid_like","C_RPCA","nCount_RNA","eta_squared",0.318990145682919,"COMPLETE"
"GSE154600","Myeloid_like","C_RPCA","nFeature_RNA","eta_squared",0.400624729862935,"COMPLETE"
"GSE154600","Myeloid_like","C_RPCA","percent.mt","eta_squared",0.0896029805573589,"COMPLETE"
"GSE154600","Myeloid_like","C_RPCA","doublet_score","eta_squared",0.0488924397331369,"COMPLETE"
"GSE154600","Myeloid_like","C_RPCA","sample_id","cramers_v",0.343293667891698,"COMPLETE"
"GSE154600","Myeloid_like","C_RPCA","patient_id","cramers_v",0.343293667891698,"COMPLETE"
"GSE154600","Myeloid_like","C_RPCA","timepoint","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","Myeloid_like","C_RPCA","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","T_NK_like","A_uncorrected","nCount_RNA","eta_squared",0.461654746494883,"COMPLETE"
"GSE154600","T_NK_like","A_uncorrected","nFeature_RNA","eta_squared",0.399976043351121,"COMPLETE"
"GSE154600","T_NK_like","A_uncorrected","percent.mt","eta_squared",0.177693383147069,"COMPLETE"
"GSE154600","T_NK_like","A_uncorrected","doublet_score","eta_squared",0.0312632445169359,"COMPLETE"
"GSE154600","T_NK_like","A_uncorrected","sample_id","cramers_v",0.969198209638904,"COMPLETE"
"GSE154600","T_NK_like","A_uncorrected","patient_id","cramers_v",0.969198209638904,"COMPLETE"
"GSE154600","T_NK_like","A_uncorrected","timepoint","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","T_NK_like","A_uncorrected","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","T_NK_like","B_harmony_sample","nCount_RNA","eta_squared",0.348462982936978,"COMPLETE"
"GSE154600","T_NK_like","B_harmony_sample","nFeature_RNA","eta_squared",0.274841238985387,"COMPLETE"
"GSE154600","T_NK_like","B_harmony_sample","percent.mt","eta_squared",0.111869045311615,"COMPLETE"
"GSE154600","T_NK_like","B_harmony_sample","doublet_score","eta_squared",0.0327785184583304,"COMPLETE"
"GSE154600","T_NK_like","B_harmony_sample","sample_id","cramers_v",0.705838605253484,"COMPLETE"
"GSE154600","T_NK_like","B_harmony_sample","patient_id","cramers_v",0.705838605253484,"COMPLETE"
"GSE154600","T_NK_like","B_harmony_sample","timepoint","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","T_NK_like","B_harmony_sample","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","T_NK_like","C_RPCA","nCount_RNA","eta_squared",0.296514478905943,"COMPLETE"
"GSE154600","T_NK_like","C_RPCA","nFeature_RNA","eta_squared",0.313580478711034,"COMPLETE"
"GSE154600","T_NK_like","C_RPCA","percent.mt","eta_squared",0.119417540860339,"COMPLETE"
"GSE154600","T_NK_like","C_RPCA","doublet_score","eta_squared",0.0329644587380089,"COMPLETE"
"GSE154600","T_NK_like","C_RPCA","sample_id","cramers_v",0.7055350021729,"COMPLETE"
"GSE154600","T_NK_like","C_RPCA","patient_id","cramers_v",0.7055350021729,"COMPLETE"
"GSE154600","T_NK_like","C_RPCA","timepoint","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE154600","T_NK_like","C_RPCA","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE158722","B_Plasma_like","A_uncorrected","nCount_RNA","eta_squared",0.396757520418165,"COMPLETE"
"GSE158722","B_Plasma_like","A_uncorrected","nFeature_RNA","eta_squared",0.392915659859509,"COMPLETE"
"GSE158722","B_Plasma_like","A_uncorrected","percent.mt","eta_squared",0.120723141452253,"COMPLETE"
"GSE158722","B_Plasma_like","A_uncorrected","doublet_score","eta_squared",0.042533322968673,"COMPLETE"
"GSE158722","B_Plasma_like","A_uncorrected","sample_id","cramers_v",0.59615966029568,"COMPLETE"
"GSE158722","B_Plasma_like","A_uncorrected","patient_id","cramers_v",0.515122678468905,"COMPLETE"
"GSE158722","B_Plasma_like","A_uncorrected","timepoint","cramers_v",0.662202102805362,"COMPLETE"
"GSE158722","B_Plasma_like","A_uncorrected","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE158722","B_Plasma_like","B_harmony_patient","nCount_RNA","eta_squared",0.222801770198247,"COMPLETE"
"GSE158722","B_Plasma_like","B_harmony_patient","nFeature_RNA","eta_squared",0.180875846266147,"COMPLETE"
"GSE158722","B_Plasma_like","B_harmony_patient","percent.mt","eta_squared",0.164093606034804,"COMPLETE"
"GSE158722","B_Plasma_like","B_harmony_patient","doublet_score","eta_squared",0.0374597055690135,"COMPLETE"
"GSE158722","B_Plasma_like","B_harmony_patient","sample_id","cramers_v",0.610185083514269,"COMPLETE"
"GSE158722","B_Plasma_like","B_harmony_patient","patient_id","cramers_v",0.541384063901287,"COMPLETE"
"GSE158722","B_Plasma_like","B_harmony_patient","timepoint","cramers_v",0.647818232270458,"COMPLETE"
"GSE158722","B_Plasma_like","B_harmony_patient","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE158722","B_Plasma_like","B_harmony_sample","nCount_RNA","eta_squared",0.300122899324393,"COMPLETE"
"GSE158722","B_Plasma_like","B_harmony_sample","nFeature_RNA","eta_squared",0.262787376737324,"COMPLETE"
"GSE158722","B_Plasma_like","B_harmony_sample","percent.mt","eta_squared",0.182695741604023,"COMPLETE"
"GSE158722","B_Plasma_like","B_harmony_sample","doublet_score","eta_squared",0.0588566416080314,"COMPLETE"
"GSE158722","B_Plasma_like","B_harmony_sample","sample_id","cramers_v",0.582039836375963,"COMPLETE"
"GSE158722","B_Plasma_like","B_harmony_sample","patient_id","cramers_v",0.521753796873321,"COMPLETE"
"GSE158722","B_Plasma_like","B_harmony_sample","timepoint","cramers_v",0.659999401705571,"COMPLETE"
"GSE158722","B_Plasma_like","B_harmony_sample","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE158722","Combined_broad_lineages","A_uncorrected","nCount_RNA","eta_squared",0.766858514195536,"COMPLETE"
"GSE158722","Combined_broad_lineages","A_uncorrected","nFeature_RNA","eta_squared",0.60400478582732,"COMPLETE"
"GSE158722","Combined_broad_lineages","A_uncorrected","percent.mt","eta_squared",0.307046100493083,"COMPLETE"
"GSE158722","Combined_broad_lineages","A_uncorrected","doublet_score","eta_squared",0.155168022133938,"COMPLETE"
"GSE158722","Combined_broad_lineages","A_uncorrected","sample_id","cramers_v",0.782237060200177,"COMPLETE"
"GSE158722","Combined_broad_lineages","A_uncorrected","patient_id","cramers_v",0.804953227684344,"COMPLETE"
"GSE158722","Combined_broad_lineages","A_uncorrected","timepoint","cramers_v",0.668234588290502,"COMPLETE"
"GSE158722","Combined_broad_lineages","A_uncorrected","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE158722","Combined_broad_lineages","B_harmony_patient","nCount_RNA","eta_squared",0.303203258846997,"COMPLETE"
"GSE158722","Combined_broad_lineages","B_harmony_patient","nFeature_RNA","eta_squared",0.519235229916329,"COMPLETE"
"GSE158722","Combined_broad_lineages","B_harmony_patient","percent.mt","eta_squared",0.11480173587905,"COMPLETE"
"GSE158722","Combined_broad_lineages","B_harmony_patient","doublet_score","eta_squared",0.109868205643127,"COMPLETE"
"GSE158722","Combined_broad_lineages","B_harmony_patient","sample_id","cramers_v",0.460584689672131,"COMPLETE"
"GSE158722","Combined_broad_lineages","B_harmony_patient","patient_id","cramers_v",0.355464793750435,"COMPLETE"
"GSE158722","Combined_broad_lineages","B_harmony_patient","timepoint","cramers_v",0.251741522661052,"COMPLETE"
"GSE158722","Combined_broad_lineages","B_harmony_patient","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE158722","Combined_broad_lineages","B_harmony_sample","nCount_RNA","eta_squared",0.0590852550275892,"COMPLETE"
"GSE158722","Combined_broad_lineages","B_harmony_sample","nFeature_RNA","eta_squared",0.481575787440283,"COMPLETE"
"GSE158722","Combined_broad_lineages","B_harmony_sample","percent.mt","eta_squared",0.113918104465813,"COMPLETE"
"GSE158722","Combined_broad_lineages","B_harmony_sample","doublet_score","eta_squared",0.125172549949829,"COMPLETE"
"GSE158722","Combined_broad_lineages","B_harmony_sample","sample_id","cramers_v",0.388044042504387,"COMPLETE"
"GSE158722","Combined_broad_lineages","B_harmony_sample","patient_id","cramers_v",0.327411050785238,"COMPLETE"
"GSE158722","Combined_broad_lineages","B_harmony_sample","timepoint","cramers_v",0.236495793645715,"COMPLETE"
"GSE158722","Combined_broad_lineages","B_harmony_sample","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE158722","Cycling_like","A_uncorrected","nCount_RNA","eta_squared",0.143116415917823,"COMPLETE"
"GSE158722","Cycling_like","A_uncorrected","nFeature_RNA","eta_squared",0.627478273561473,"COMPLETE"
"GSE158722","Cycling_like","A_uncorrected","percent.mt","eta_squared",0.534573704604973,"COMPLETE"
"GSE158722","Cycling_like","A_uncorrected","doublet_score","eta_squared",0.0981554099818956,"COMPLETE"
"GSE158722","Cycling_like","A_uncorrected","sample_id","cramers_v",0.839861767326539,"COMPLETE"
"GSE158722","Cycling_like","A_uncorrected","patient_id","cramers_v",0.767477742898308,"COMPLETE"
"GSE158722","Cycling_like","A_uncorrected","timepoint","cramers_v",0.765796530175092,"COMPLETE"
"GSE158722","Cycling_like","A_uncorrected","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE158722","Cycling_like","B_harmony_patient","nCount_RNA","eta_squared",0.0809679106600515,"COMPLETE"
"GSE158722","Cycling_like","B_harmony_patient","nFeature_RNA","eta_squared",0.566009847709136,"COMPLETE"
"GSE158722","Cycling_like","B_harmony_patient","percent.mt","eta_squared",0.0985954835122335,"COMPLETE"
"GSE158722","Cycling_like","B_harmony_patient","doublet_score","eta_squared",0.118292840540747,"COMPLETE"
"GSE158722","Cycling_like","B_harmony_patient","sample_id","cramers_v",0.535767839798209,"COMPLETE"
"GSE158722","Cycling_like","B_harmony_patient","patient_id","cramers_v",0.438082087874137,"COMPLETE"
"GSE158722","Cycling_like","B_harmony_patient","timepoint","cramers_v",0.403609316854535,"COMPLETE"
"GSE158722","Cycling_like","B_harmony_patient","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE158722","Cycling_like","B_harmony_sample","nCount_RNA","eta_squared",0.10835655464033,"COMPLETE"
"GSE158722","Cycling_like","B_harmony_sample","nFeature_RNA","eta_squared",0.559359465465927,"COMPLETE"
"GSE158722","Cycling_like","B_harmony_sample","percent.mt","eta_squared",0.093780041817231,"COMPLETE"
"GSE158722","Cycling_like","B_harmony_sample","doublet_score","eta_squared",0.141033776202906,"COMPLETE"
"GSE158722","Cycling_like","B_harmony_sample","sample_id","cramers_v",0.445579286392273,"COMPLETE"
"GSE158722","Cycling_like","B_harmony_sample","patient_id","cramers_v",0.41107007347071,"COMPLETE"
"GSE158722","Cycling_like","B_harmony_sample","timepoint","cramers_v",0.284069673276478,"COMPLETE"
"GSE158722","Cycling_like","B_harmony_sample","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE158722","Epithelial_like","A_uncorrected","nCount_RNA","eta_squared",0.765524236881689,"COMPLETE"
"GSE158722","Epithelial_like","A_uncorrected","nFeature_RNA","eta_squared",0.586346508779848,"COMPLETE"
"GSE158722","Epithelial_like","A_uncorrected","percent.mt","eta_squared",0.369671994658726,"COMPLETE"
"GSE158722","Epithelial_like","A_uncorrected","doublet_score","eta_squared",0.156836235584656,"COMPLETE"
"GSE158722","Epithelial_like","A_uncorrected","sample_id","cramers_v",0.822799355383899,"COMPLETE"
"GSE158722","Epithelial_like","A_uncorrected","patient_id","cramers_v",0.837416291797278,"COMPLETE"
"GSE158722","Epithelial_like","A_uncorrected","timepoint","cramers_v",0.719489021109919,"COMPLETE"
"GSE158722","Epithelial_like","A_uncorrected","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE158722","Epithelial_like","B_harmony_patient","nCount_RNA","eta_squared",0.117179875987832,"COMPLETE"
"GSE158722","Epithelial_like","B_harmony_patient","nFeature_RNA","eta_squared",0.505310018447405,"COMPLETE"
"GSE158722","Epithelial_like","B_harmony_patient","percent.mt","eta_squared",0.132895226621783,"COMPLETE"
"GSE158722","Epithelial_like","B_harmony_patient","doublet_score","eta_squared",0.118786633320098,"COMPLETE"
"GSE158722","Epithelial_like","B_harmony_patient","sample_id","cramers_v",0.4085417265374,"COMPLETE"
