feature_id,symbol,source
"RPS27L","RPS27L","rownames_case_insensitive_RPS_RPL"
"RPS23","RPS23","rownames_case_insensitive_RPS_RPL"
"RPS19BP1","RPS19BP1","rownames_case_insensitive_RPS_RPL"
"RPL14","RPL14","rownames_case_insensitive_RPS_RPL"
"RPS26","RPS26","rownames_case_insensitive_RPS_RPL"
"RPL37A","RPL37A","rownames_case_insensitive_RPS_RPL"
"RPL12","RPL12","rownames_case_insensitive_RPS_RPL"
"RPS4X","RPS4X","rownames_case_insensitive_RPS_RPL"
"RPS6KL1","RPS6KL1","rownames_case_insensitive_RPS_RPL"
"RPL23A","RPL23A","rownames_case_insensitive_RPS_RPL"
"RPL10A","RPL10A","rownames_case_insensitive_RPS_RPL"
"RPL39","RPL39","rownames_case_insensitive_RPS_RPL"
"RPS29","RPS29","rownames_case_insensitive_RPS_RPL"
"RPL41","RPL41","rownames_case_insensitive_RPS_RPL"
"RPS18","RPS18","rownames_case_insensitive_RPS_RPL"
"RPS28","RPS28","rownames_case_insensitive_RPS_RPL"
"RPL36A","RPL36A","rownames_case_insensitive_RPS_RPL"
"RPL17","RPL17","rownames_case_insensitive_RPS_RPL"
"RPS6KA6","RPS6KA6","rownames_case_insensitive_RPS_RPL"
"RPL12P13","RPL12P13","rownames_case_insensitive_RPS_RPL"
"RPL23AP82","RPL23AP82","rownames_case_insensitive_RPS_RPL"
"RPL17P50","RPL17P50","rownames_case_insensitive_RPS_RPL"
"RPL39P5","RPL39P5","rownames_case_insensitive_RPS_RPL"
"RPL5P35","RPL5P35","rownames_case_insensitive_RPS_RPL"
"RPL23AP53","RPL23AP53","rownames_case_insensitive_RPS_RPL"
"RPL21P3","RPL21P3","rownames_case_insensitive_RPS_RPL"
"RPSAP69","RPSAP69","rownames_case_insensitive_RPS_RPL"
"RPL10P19","RPL10P19","rownames_case_insensitive_RPS_RPL"
"RPSAP31","RPSAP31","rownames_case_insensitive_RPS_RPL"
"RPL23AP7","RPL23AP7","rownames_case_insensitive_RPS_RPL"
"RPSAP52","RPSAP52","rownames_case_insensitive_RPS_RPL"
"RPL23AP49","RPL23AP49","rownames_case_insensitive_RPS_RPL"
"RPLP0P2","RPLP0P2","rownames_case_insensitive_RPS_RPL"
"RPL30P11","RPL30P11","rownames_case_insensitive_RPS_RPL"
"RPL32P3","RPL32P3","rownames_case_insensitive_RPS_RPL"
"RPL21P12","RPL21P12","rownames_case_insensitive_RPS_RPL"
"RPS17P5","RPS17P5","rownames_case_insensitive_RPS_RPL"
"RPS10P5","RPS10P5","rownames_case_insensitive_RPS_RPL"
"RPL13AP25","RPL13AP25","rownames_case_insensitive_RPS_RPL"
"RPL7P9","RPL7P9","rownames_case_insensitive_RPS_RPL"
"RPL10P2","RPL10P2","rownames_case_insensitive_RPS_RPL"
"RPL7AP66","RPL7AP66","rownames_case_insensitive_RPS_RPL"
"RPL23P2","RPL23P2","rownames_case_insensitive_RPS_RPL"
"RPL37AP8","RPL37AP8","rownames_case_insensitive_RPS_RPL"
"RPL13AP3","RPL13AP3","rownames_case_insensitive_RPS_RPL"
"RPS3AP5","RPS3AP5","rownames_case_insensitive_RPS_RPL"
"RPL10P16","RPL10P16","rownames_case_insensitive_RPS_RPL"
"RPS2P28","RPS2P28","rownames_case_insensitive_RPS_RPL"
"RPS12P23","RPS12P23","rownames_case_insensitive_RPS_RPL"
"RPL21P8","RPL21P8","rownames_case_insensitive_RPS_RPL"
"RPL24P4","RPL24P4","rownames_case_insensitive_RPS_RPL"
"RPL27AP5","RPL27AP5","rownames_case_insensitive_RPS_RPL"
"RPSAP19","RPSAP19","rownames_case_insensitive_RPS_RPL"
"RPL23AP38","RPL23AP38","rownames_case_insensitive_RPS_RPL"
"RPL7P26","RPL7P26","rownames_case_insensitive_RPS_RPL"
"RPL12P4","RPL12P4","rownames_case_insensitive_RPS_RPL"
"RPS4XP21","RPS4XP21","rownames_case_insensitive_RPS_RPL"
"RPL7P48","RPL7P48","rownames_case_insensitive_RPS_RPL"
"RPSAP47","RPSAP47","rownames_case_insensitive_RPS_RPL"
"RPS17P2","RPS17P2","rownames_case_insensitive_RPS_RPL"
"RPL23AP57","RPL23AP57","rownames_case_insensitive_RPS_RPL"
"RPL15P3","RPL15P3","rownames_case_insensitive_RPS_RPL"
"RPS26P3","RPS26P3","rownames_case_insensitive_RPS_RPL"
"RPL5P5","RPL5P5","rownames_case_insensitive_RPS_RPL"
"RPL31P11","RPL31P11","rownames_case_insensitive_RPS_RPL"
"RPL23AP46","RPL23AP46","rownames_case_insensitive_RPS_RPL"
"RPL13P6","RPL13P6","rownames_case_insensitive_RPS_RPL"
"RPS7P8","RPS7P8","rownames_case_insensitive_RPS_RPL"
"RPL12P38","RPL12P38","rownames_case_insensitive_RPS_RPL"
"RPS7P11","RPS7P11","rownames_case_insensitive_RPS_RPL"
"RPL21P18","RPL21P18","rownames_case_insensitive_RPS_RPL"
"RPS3P6","RPS3P6","rownames_case_insensitive_RPS_RPL"
"RPSAP46","RPSAP46","rownames_case_insensitive_RPS_RPL"
"RPL17P34","RPL17P34","rownames_case_insensitive_RPS_RPL"
"RPL18AP3","RPL18AP3","rownames_case_insensitive_RPS_RPL"
"RPS23P2","RPS23P2","rownames_case_insensitive_RPS_RPL"
"RPLP0P6","RPLP0P6","rownames_case_insensitive_RPS_RPL"
"RPL7AP50","RPL7AP50","rownames_case_insensitive_RPS_RPL"
"RPL11P3","RPL11P3","rownames_case_insensitive_RPS_RPL"
"RPSAP54","RPSAP54","rownames_case_insensitive_RPS_RPL"
"RPL31P44","RPL31P44","rownames_case_insensitive_RPS_RPL"
"RPS7P14","RPS7P14","rownames_case_insensitive_RPS_RPL"
"RPS10P14","RPS10P14","rownames_case_insensitive_RPS_RPL"
"RPL13P2","RPL13P2","rownames_case_insensitive_RPS_RPL"
"RPL21P75","RPL21P75","rownames_case_insensitive_RPS_RPL"
"RPL13AP7","RPL13AP7","rownames_case_insensitive_RPS_RPL"
"RPL3P6","RPL3P6","rownames_case_insensitive_RPS_RPL"
"RPL5P8","RPL5P8","rownames_case_insensitive_RPS_RPL"
"RPS10P2","RPS10P2","rownames_case_insensitive_RPS_RPL"
"RPS11P7","RPS11P7","rownames_case_insensitive_RPS_RPL"
"RPL21P17","RPL21P17","rownames_case_insensitive_RPS_RPL"
"RPL9P21","RPL9P21","rownames_case_insensitive_RPS_RPL"
"RPL7P60","RPL7P60","rownames_case_insensitive_RPS_RPL"
"RPS4XP1","RPS4XP1","rownames_case_insensitive_RPS_RPL"
"RPSAP53","RPSAP53","rownames_case_insensitive_RPS_RPL"
"RPS3AP36","RPS3AP36","rownames_case_insensitive_RPS_RPL"
"RPS3AP26","RPS3AP26","rownames_case_insensitive_RPS_RPL"
"RPL7P29","RPL7P29","rownames_case_insensitive_RPS_RPL"
"RPSAP28","RPSAP28","rownames_case_insensitive_RPS_RPL"
"RPL7P1","RPL7P1","rownames_case_insensitive_RPS_RPL"
"RPS15AP1","RPS15AP1","rownames_case_insensitive_RPS_RPL"
"RPS4XP3","RPS4XP3","rownames_case_insensitive_RPS_RPL"
"RPL21P41","RPL21P41","rownames_case_insensitive_RPS_RPL"
"RPS19P1","RPS19P1","rownames_case_insensitive_RPS_RPL"
"RPL21P1","RPL21P1","rownames_case_insensitive_RPS_RPL"
"RPL23AP3","RPL23AP3","rownames_case_insensitive_RPS_RPL"
"RPL24P7","RPL24P7","rownames_case_insensitive_RPS_RPL"
"RPL21P2","RPL21P2","rownames_case_insensitive_RPS_RPL"
"RPS5P3","RPS5P3","rownames_case_insensitive_RPS_RPL"
"RPL10AP3","RPL10AP3","rownames_case_insensitive_RPS_RPL"
"RPL6P30","RPL6P30","rownames_case_insensitive_RPS_RPL"
"RPS2P55","RPS2P55","rownames_case_insensitive_RPS_RPL"
"RPL7P58","RPL7P58","rownames_case_insensitive_RPS_RPL"
"RPL10P1","RPL10P1","rownames_case_insensitive_RPS_RPL"
"RPS4XP9","RPS4XP9","rownames_case_insensitive_RPS_RPL"
"RPS10P3","RPS10P3","rownames_case_insensitive_RPS_RPL"
"RPS20P32","RPS20P32","rownames_case_insensitive_RPS_RPL"
"RPS27AP11","RPS27AP11","rownames_case_insensitive_RPS_RPL"
"RPS4XP7","RPS4XP7","rownames_case_insensitive_RPS_RPL"
"RPL18AP8","RPL18AP8","rownames_case_insensitive_RPS_RPL"
"RPS4XP8","RPS4XP8","rownames_case_insensitive_RPS_RPL"
"RPS20P2","RPS20P2","rownames_case_insensitive_RPS_RPL"
"RPL23P8","RPL23P8","rownames_case_insensitive_RPS_RPL"
"RPL21P67","RPL21P67","rownames_case_insensitive_RPS_RPL"
"RPL12P8","RPL12P8","rownames_case_insensitive_RPS_RPL"
"RPL35P2","RPL35P2","rownames_case_insensitive_RPS_RPL"
"RPL5P18","RPL5P18","rownames_case_insensitive_RPS_RPL"
"RPL21P28","RPL21P28","rownames_case_insensitive_RPS_RPL"
"RPL21P16","RPL21P16","rownames_case_insensitive_RPS_RPL"
"RPS18P9","RPS18P9","rownames_case_insensitive_RPS_RPL"
"RPS10P7","RPS10P7","rownames_case_insensitive_RPS_RPL"
"RPS15AP5","RPS15AP5","rownames_case_insensitive_RPS_RPL"
"RPL30P3","RPL30P3","rownames_case_insensitive_RPS_RPL"
"RPL34P26","RPL34P26","rownames_case_insensitive_RPS_RPL"
"RPS20P14","RPS20P14","rownames_case_insensitive_RPS_RPL"
"RPL21P32","RPL21P32","rownames_case_insensitive_RPS_RPL"
"RPS24P8","RPS24P8","rownames_case_insensitive_RPS_RPL"
"RPSAP18","RPSAP18","rownames_case_insensitive_RPS_RPL"
"RPL7P7","RPL7P7","rownames_case_insensitive_RPS_RPL"
"RPS5P2","RPS5P2","rownames_case_insensitive_RPS_RPL"
"RPS27AP16","RPS27AP16","rownames_case_insensitive_RPS_RPL"
"RPL36AP53","RPL36AP53","rownames_case_insensitive_RPS_RPL"
"RPS27AP6","RPS27AP6","rownames_case_insensitive_RPS_RPL"
"RPL12P17","RPL12P17","rownames_case_insensitive_RPS_RPL"
"RPS4XP16","RPS4XP16","rownames_case_insensitive_RPS_RPL"
"RPL29P12","RPL29P12","rownames_case_insensitive_RPS_RPL"
"RPL23AP2","RPL23AP2","rownames_case_insensitive_RPS_RPL"
"RPL3P7","RPL3P7","rownames_case_insensitive_RPS_RPL"
"RPSAP58","RPSAP58","rownames_case_insensitive_RPS_RPL"
"RPS27AP12","RPS27AP12","rownames_case_insensitive_RPS_RPL"
"RPS2P1","RPS2P1","rownames_case_insensitive_RPS_RPL"
"RPL8P2","RPL8P2","rownames_case_insensitive_RPS_RPL"
"RPL23AP18","RPL23AP18","rownames_case_insensitive_RPS_RPL"
"RPS15AP17","RPS15AP17","rownames_case_insensitive_RPS_RPL"
"RPS15AP10","RPS15AP10","rownames_case_insensitive_RPS_RPL"
"RPL35P5","RPL35P5","rownames_case_insensitive_RPS_RPL"
"RPS29P3","RPS29P3","rownames_case_insensitive_RPS_RPL"
"RPL7P59","RPL7P59","rownames_case_insensitive_RPS_RPL"
"RPS27AP3","RPS27AP3","rownames_case_insensitive_RPS_RPL"
"RPS12P5","RPS12P5","rownames_case_insensitive_RPS_RPL"
"RPL37AP1","RPL37AP1","rownames_case_insensitive_RPS_RPL"
"RPL12P10","RPL12P10","rownames_case_insensitive_RPS_RPL"
"RPS3AP38","RPS3AP38","rownames_case_insensitive_RPS_RPL"
"RPSAP49","RPSAP49","rownames_case_insensitive_RPS_RPL"
"RPL23AP28","RPL23AP28","rownames_case_insensitive_RPS_RPL"
"RPL26P27","RPL26P27","rownames_case_insensitive_RPS_RPL"
"RPSAP21","RPSAP21","rownames_case_insensitive_RPS_RPL"
"RPS7P10","RPS7P10","rownames_case_insensitive_RPS_RPL"
"RPL7P22","RPL7P22","rownames_case_insensitive_RPS_RPL"
"RPL39P40","RPL39P40","rownames_case_insensitive_RPS_RPL"
"RPL21P110","RPL21P110","rownames_case_insensitive_RPS_RPL"
"RPL7P37","RPL7P37","rownames_case_insensitive_RPS_RPL"
"RPL15P14","RPL15P14","rownames_case_insensitive_RPS_RPL"
"RPS4XP2","RPS4XP2","rownames_case_insensitive_RPS_RPL"
"RPL12P19","RPL12P19","rownames_case_insensitive_RPS_RPL"
"RPL41P1","RPL41P1","rownames_case_insensitive_RPS_RPL"
"RPS28P7","RPS28P7","rownames_case_insensitive_RPS_RPL"
"RPL31P12","RPL31P12","rownames_case_insensitive_RPS_RPL"
"RPL23AP43","RPL23AP43","rownames_case_insensitive_RPS_RPL"
"RPS24P7","RPS24P7","rownames_case_insensitive_RPS_RPL"
"RPL37P1","RPL37P1","rownames_case_insensitive_RPS_RPL"
"RPS8P4","RPS8P4","rownames_case_insensitive_RPS_RPL"
"RPL7P6","RPL7P6","rownames_case_insensitive_RPS_RPL"
"RPS15AP30","RPS15AP30","rownames_case_insensitive_RPS_RPL"
"RPS3AP37","RPS3AP37","rownames_case_insensitive_RPS_RPL"
"RPS26P39","RPS26P39","rownames_case_insensitive_RPS_RPL"
"RPL7P12","RPL7P12","rownames_case_insensitive_RPS_RPL"
"RPS29P17","RPS29P17","rownames_case_insensitive_RPS_RPL"
"RPL3P2","RPL3P2","rownames_case_insensitive_RPS_RPL"
"RPL7P47","RPL7P47","rownames_case_insensitive_RPS_RPL"
"RPL3P1","RPL3P1","rownames_case_insensitive_RPS_RPL"
"RPL23AP16","RPL23AP16","rownames_case_insensitive_RPS_RPL"
"RPL5P27","RPL5P27","rownames_case_insensitive_RPS_RPL"
"RPS19P7","RPS19P7","rownames_case_insensitive_RPS_RPL"
"RPL15P18","RPL15P18","rownames_case_insensitive_RPS_RPL"
"RPL7P52","RPL7P52","rownames_case_insensitive_RPS_RPL"
"RPL23AP58","RPL23AP58","rownames_case_insensitive_RPS_RPL"
"RPL13AP19","RPL13AP19","rownames_case_insensitive_RPS_RPL"
"RPS13P2","RPS13P2","rownames_case_insensitive_RPS_RPL"
"RPL5P32","RPL5P32","rownames_case_insensitive_RPS_RPL"
"RPL30P13","RPL30P13","rownames_case_insensitive_RPS_RPL"
"RPS29P14","RPS29P14","rownames_case_insensitive_RPS_RPL"
"RPS3AP54","RPS3AP54","rownames_case_insensitive_RPS_RPL"
"RPS7P4","RPS7P4","rownames_case_insensitive_RPS_RPL"
"RPL19P20","RPL19P20","rownames_case_insensitive_RPS_RPL"
"RPS15AP28","RPS15AP28","rownames_case_insensitive_RPS_RPL"
"RPL21P93","RPL21P93","rownames_case_insensitive_RPS_RPL"
"RPL4P4","RPL4P4","rownames_case_insensitive_RPS_RPL"
"RPL26P6","RPL26P6","rownames_case_insensitive_RPS_RPL"
"RPL7P10","RPL7P10","rownames_case_insensitive_RPS_RPL"
"RPS27AP15","RPS27AP15","rownames_case_insensitive_RPS_RPL"
"RPS20P1","RPS20P1","rownames_case_insensitive_RPS_RPL"
"RPS15P5","RPS15P5","rownames_case_insensitive_RPS_RPL"
"RPL35AP21","RPL35AP21","rownames_case_insensitive_RPS_RPL"
"RPL7P46","RPL7P46","rownames_case_insensitive_RPS_RPL"
"RPL5P4","RPL5P4","rownames_case_insensitive_RPS_RPL"
"RPL10P6","RPL10P6","rownames_case_insensitive_RPS_RPL"
"RPL4P5","RPL4P5","rownames_case_insensitive_RPS_RPL"
"RPS12P24","RPS12P24","rownames_case_insensitive_RPS_RPL"
"RPL4P3","RPL4P3","rownames_case_insensitive_RPS_RPL"
"RPL23AP52","RPL23AP52","rownames_case_insensitive_RPS_RPL"
"RPL7P4","RPL7P4","rownames_case_insensitive_RPS_RPL"
"RPL7AP8","RPL7AP8","rownames_case_insensitive_RPS_RPL"
"RPL19P21","RPL19P21","rownames_case_insensitive_RPS_RPL"
"RPSAP8","RPSAP8","rownames_case_insensitive_RPS_RPL"
"RPS23P8","RPS23P8","rownames_case_insensitive_RPS_RPL"
"RPL10P3","RPL10P3","rownames_case_insensitive_RPS_RPL"
"RPS29P5","RPS29P5","rownames_case_insensitive_RPS_RPL"
"RPS6P15","RPS6P15","rownames_case_insensitive_RPS_RPL"
"RPL31P2","RPL31P2","rownames_case_insensitive_RPS_RPL"
"RPL23AP15","RPL23AP15","rownames_case_insensitive_RPS_RPL"
"RPS3P1","RPS3P1","rownames_case_insensitive_RPS_RPL"
"RPL36AP39","RPL36AP39","rownames_case_insensitive_RPS_RPL"
"RPL12P15","RPL12P15","rownames_case_insensitive_RPS_RPL"
"RPL7P32","RPL7P32","rownames_case_insensitive_RPS_RPL"
"RPL7P56","RPL7P56","rownames_case_insensitive_RPS_RPL"
"RPS3P2","RPS3P2","rownames_case_insensitive_RPS_RPL"
"RPL34P6","RPL34P6","rownames_case_insensitive_RPS_RPL"
"RPS26P40","RPS26P40","rownames_case_insensitive_RPS_RPL"
"RPL3P5","RPL3P5","rownames_case_insensitive_RPS_RPL"
"RPS7P3","RPS7P3","rownames_case_insensitive_RPS_RPL"
"RPS15AP12","RPS15AP12","rownames_case_insensitive_RPS_RPL"
"RPL3P8","RPL3P8","rownames_case_insensitive_RPS_RPL"
"RPS29P8","RPS29P8","rownames_case_insensitive_RPS_RPL"
"RPS27AP2","RPS27AP2","rownames_case_insensitive_RPS_RPL"
"RPL4P2","RPL4P2","rownames_case_insensitive_RPS_RPL"
"RPS3AP25","RPS3AP25","rownames_case_insensitive_RPS_RPL"
"RPL5P6","RPL5P6","rownames_case_insensitive_RPS_RPL"
"RPL21P131","RPL21P131","rownames_case_insensitive_RPS_RPL"
"RPL18AP7","RPL18AP7","rownames_case_insensitive_RPS_RPL"
"RPL12P11","RPL12P11","rownames_case_insensitive_RPS_RPL"
"RPL3P12","RPL3P12","rownames_case_insensitive_RPS_RPL"
"RPL3P4","RPL3P4","rownames_case_insensitive_RPS_RPL"
"RPL31P35","RPL31P35","rownames_case_insensitive_RPS_RPL"
"RPL23AP31","RPL23AP31","rownames_case_insensitive_RPS_RPL"
"RPS2P32","RPS2P32","rownames_case_insensitive_RPS_RPL"
"RPL34P27","RPL34P27","rownames_case_insensitive_RPS_RPL"
"RPS15AP6","RPS15AP6","rownames_case_insensitive_RPS_RPL"
"RPL12P3","RPL12P3","rownames_case_insensitive_RPS_RPL"
"RPS24P6","RPS24P6","rownames_case_insensitive_RPS_RPL"
"RPS12P17","RPS12P17","rownames_case_insensitive_RPS_RPL"
"RPL12P29","RPL12P29","rownames_case_insensitive_RPS_RPL"
"RPS24P13","RPS24P13","rownames_case_insensitive_RPS_RPL"
"RPL21P134","RPL21P134","rownames_case_insensitive_RPS_RPL"
"RPS26P2","RPS26P2","rownames_case_insensitive_RPS_RPL"
"RPL30P15","RPL30P15","rownames_case_insensitive_RPS_RPL"
"RPL36AP13","RPL36AP13","rownames_case_insensitive_RPS_RPL"
"RPL7P44","RPL7P44","rownames_case_insensitive_RPS_RPL"
"RPL10P9","RPL10P9","rownames_case_insensitive_RPS_RPL"
"RPS15AP40","RPS15AP40","rownames_case_insensitive_RPS_RPL"
"RPS20P10","RPS20P10","rownames_case_insensitive_RPS_RPL"
"RPL5P34","RPL5P34","rownames_case_insensitive_RPS_RPL"
"RPS3AP44","RPS3AP44","rownames_case_insensitive_RPS_RPL"
"RPL10P12","RPL10P12","rownames_case_insensitive_RPS_RPL"
"RPS15AP11","RPS15AP11","rownames_case_insensitive_RPS_RPL"
"RPL7P36","RPL7P36","rownames_case_insensitive_RPS_RPL"
"RPL13AP6","RPL13AP6","rownames_case_insensitive_RPS_RPL"
"RPL7P13","RPL7P13","rownames_case_insensitive_RPS_RPL"
"RPS4XP11","RPS4XP11","rownames_case_insensitive_RPS_RPL"
"RPL5P7","RPL5P7","rownames_case_insensitive_RPS_RPL"
"RPL13AP20","RPL13AP20","rownames_case_insensitive_RPS_RPL"
"RPSAP9","RPSAP9","rownames_case_insensitive_RPS_RPL"
"RPL7P11","RPL7P11","rownames_case_insensitive_RPS_RPL"
"RPS3AP6","RPS3AP6","rownames_case_insensitive_RPS_RPL"
"RPL24P2","RPL24P2","rownames_case_insensitive_RPS_RPL"
"RPL26P37","RPL26P37","rownames_case_insensitive_RPS_RPL"
"RPL5P28","RPL5P28","rownames_case_insensitive_RPS_RPL"
"RPL12P25","RPL12P25","rownames_case_insensitive_RPS_RPL"
"RPS29P16","RPS29P16","rownames_case_insensitive_RPS_RPL"
"RPL10AP5","RPL10AP5","rownames_case_insensitive_RPS_RPL"
"RPL21P135","RPL21P135","rownames_case_insensitive_RPS_RPL"
"RPS2P7","RPS2P7","rownames_case_insensitive_RPS_RPL"
"RPL10P5","RPL10P5","rownames_case_insensitive_RPS_RPL"
"RPL21P40","RPL21P40","rownames_case_insensitive_RPS_RPL"
"RPL7AP53","RPL7AP53","rownames_case_insensitive_RPS_RPL"
"RPL17P36","RPL17P36","rownames_case_insensitive_RPS_RPL"
"RPL23AP37","RPL23AP37","rownames_case_insensitive_RPS_RPL"
"RPL18AP15","RPL18AP15","rownames_case_insensitive_RPS_RPL"
"RPL6P29","RPL6P29","rownames_case_insensitive_RPS_RPL"
"RPL26P30","RPL26P30","rownames_case_insensitive_RPS_RPL"
"RPL34P34","RPL34P34","rownames_case_insensitive_RPS_RPL"
"RPL5P9","RPL5P9","rownames_case_insensitive_RPS_RPL"
"RPL13AP5","RPL13AP5","rownames_case_insensitive_RPS_RPL"
"RPL31P63","RPL31P63","rownames_case_insensitive_RPS_RPL"
"RPL19P16","RPL19P16","rownames_case_insensitive_RPS_RPL"
"RPL24P8","RPL24P8","rownames_case_insensitive_RPS_RPL"
"RPS3AP12","RPS3AP12","rownames_case_insensitive_RPS_RPL"
"RPL23AP95","RPL23AP95","rownames_case_insensitive_RPS_RPL"
"RPS20P24","RPS20P24","rownames_case_insensitive_RPS_RPL"
"RPL12P12","RPL12P12","rownames_case_insensitive_RPS_RPL"
"RPL21P33","RPL21P33","rownames_case_insensitive_RPS_RPL"
"RPL34P1","RPL34P1","rownames_case_insensitive_RPS_RPL"
"RPL21P111","RPL21P111","rownames_case_insensitive_RPS_RPL"
"RPL12P27","RPL12P27","rownames_case_insensitive_RPS_RPL"
"RPSAP2","RPSAP2","rownames_case_insensitive_RPS_RPL"
"RPSAP11","RPSAP11","rownames_case_insensitive_RPS_RPL"
"RPS27AP8","RPS27AP8","rownames_case_insensitive_RPS_RPL"
"RPSAP15","RPSAP15","rownames_case_insensitive_RPS_RPL"
"RPL36AP36","RPL36AP36","rownames_case_insensitive_RPS_RPL"
"RPL9P9","RPL9P9","rownames_case_insensitive_RPS_RPL"
"RPS15AP38","RPS15AP38","rownames_case_insensitive_RPS_RPL"
"RPL30P4","RPL30P4","rownames_case_insensitive_RPS_RPL"
"RPL18AP16","RPL18AP16","rownames_case_insensitive_RPS_RPL"
"RPL21P109","RPL21P109","rownames_case_insensitive_RPS_RPL"
