dataset_id,parent_broad_type,clustering_strategy,cluster,n_cells,suggested_broad_cell_type,suggested_family,canonical_evidence_strength,canonical_markers_present,second_candidate,second_support_n,cycling_state,cycling_markers_present,n_significant_markers,marker_status,lineage_conflict_flag,top20_significant_markers,top50_significant_markers,manual_cell_type,manual_cell_subtype,manual_confidence,manual_notes,evidence_status,top_candidate,top_candidate_family,top_support_n,top_support_weight,cycling_marker_n
"GSE154600","T_cell","B_harmony_sample","T_cell__B_harmony_sample__7",455,"T_cell","lymphoid","high","GIMAP7;CD2;IL7R;CD247;LCK;LTB;CD3D","Myeloid",3,"Cycling_possible","HMGB2;STMN1",349,"READY_FOR_ANNOTATION",FALSE,"CXCL13;AC004585.1;CH25H;TSHZ2;CD40LG;SMCO4;KLRB1;NR3C1;TNFRSF25;FKBP5;RBPJ;PLIN2;TNFRSF18;TMEM173;SIRPG;MAF;SMARCA2;GPR171;UCP2;IGLC3","CXCL13;AC004585.1;CH25H;TSHZ2;CD40LG;SMCO4;KLRB1;NR3C1;TNFRSF25;FKBP5;RBPJ;PLIN2;TNFRSF18;TMEM173;SIRPG;MAF;SMARCA2;GPR171;UCP2;IGLC3;ALOX5AP;CORO1B;TNFRSF4;RORA;NAP1L4;BATF;TNFAIP8;ITM2A;LIMS1;CD82;TNIP2;CCDC167;SIT1;PTTG1;CLNS1A;PPP1CC;IMPDH2;CNIH1;TANK;TMEM167A;TGIF1;ARID5B;ARPC1B;SPOCK2;SELL;PIM2;TXNIP;APBB1IP;SERPINB1;VSIR","","","","","SUPPORTED","T_cell","lymphoid",7,1.74571288652347,2
"GSE154600","T_cell","B_harmony_sample","T_cell__B_harmony_sample__8",341,"NK_cell","lymphoid","moderate","PRF1;NKG7","T_cell",2,"Non_cycling","",109,"READY_FOR_ANNOTATION",FALSE,"RSAD2;IFIT1;IFIT2;IFIT3;OAS1;USP18;HERC5;MX1;OAS3;ISG15;IFI44L;EIF2AK2;IFI44;NT5C3A;IFI6;SAMD9L;MX2;OASL;HELZ2;PLSCR1","RSAD2;IFIT1;IFIT2;IFIT3;OAS1;USP18;HERC5;MX1;OAS3;ISG15;IFI44L;EIF2AK2;IFI44;NT5C3A;IFI6;SAMD9L;MX2;OASL;HELZ2;PLSCR1;IFI35;IRF7;GBP1;EPSTI1;XAF1;SAMD9;STAT1;C19orf66;PPM1K;LGALS9;ISG20;TRIM22;UBE2L6;TAP1;CHST12;SP110;LAP3;LAG3;PHF11;ADAR;TNFSF10;SP100;DRAP1;RNF213;LY6E;RBCK1;PSMB9;BST2;IFI16;CHMP5","","","","","RELATED_LINEAGE_COMPETITION_REVIEW","NK_cell","lymphoid",2,0.575127047665619,0
"GSE154600","T_cell","B_harmony_sample","T_cell__B_harmony_sample__9",309,"NK_cell","lymphoid","high","FGFBP2;KLRF1;GNLY;FCGR3A;KLRD1;PRF1;NKG7;CTSW","Fibroblast",6,"Non_cycling","",98,"READY_FOR_ANNOTATION",FALSE,"FGFBP2;KLRF1;GNLY;FCGR3A;GZMB;TYROBP;CLIC3;PLAC8;PRSS23;SPON2;KLRD1;FCER1G;PRF1;EFHD2;NKG7;COMP;NDUFA4L2;THY1;GZMH;TIMP3","FGFBP2;KLRF1;GNLY;FCGR3A;GZMB;TYROBP;CLIC3;PLAC8;PRSS23;SPON2;KLRD1;FCER1G;PRF1;EFHD2;NKG7;COMP;NDUFA4L2;THY1;GZMH;TIMP3;FN1;MMP11;APMAP;KLRB1;SFRP2;PTGDS;HOPX;CAVIN3;SLC16A3;COL1A1;AEBP1;MYO1F;RARRES2;COL1A2;BGN;COL6A1;CD247;NBL1;TLE4;IGFBP2;IGFBP7;LUM;SLPI;CTSW;TPM2;PRMT2;SPARC;CCDC80;CALD1;DSTN","","","","","SUPPORTED","NK_cell","lymphoid",8,15.0535899232314,0
"GSE154600","Fibroblast","A_uncorrected","Fibroblast__A_uncorrected__0",1518,"Mixed_or_doublet",NA,"high","SDC1;IGHG1;IGHA1;IGKC","Fibroblast",3,"Non_cycling","",419,"READY_FOR_ANNOTATION",TRUE,"C2orf40;EPYC;C1QTNF7;OMD;AQP1;MTRNR2L1;PCSK1N;MTRNR2L8;SMOC2;CXCL14;NINJ2;SUGCT;ITGBL1;FGL2;HES1;IQCA1;ELN;LMOD1;ENPP1;CILP2","C2orf40;EPYC;C1QTNF7;OMD;AQP1;MTRNR2L1;PCSK1N;MTRNR2L8;SMOC2;CXCL14;NINJ2;SUGCT;ITGBL1;FGL2;HES1;IQCA1;ELN;LMOD1;ENPP1;CILP2;KLF2;C1QTNF3;GLIS2;ACTG2;COL11A1;COL10A1;MTRNR2L12;MIR4458HG;FNDC1;FST;ZSCAN16-AS1;FGF1;CTGF;CCL11;SPATS2L;IL20RA;LRMDA;GPC1;MFAP5;CHN1;CST7;PRELP;MT-ND4L;PTN;SDC1;NEXN;GADD45B;CCPG1;NDUFA12;FUCA1","","","","","CONFLICTING_LINEAGE_EVIDENCE","Plasma_cell","lymphoid",4,1.04761915322751,0
"GSE154600","Fibroblast","A_uncorrected","Fibroblast__A_uncorrected__1",751,"Epithelial","epithelial","high","TACSTD2;KRT17;EPCAM;KRT8;KRT18;KRT19;KRT7","Fibroblast",6,"Cycling_possible","STMN1;TUBA1B",1057,"READY_FOR_ANNOTATION",TRUE,"LINC01986;MMP7;RAB20;CLDN11;EGFL6;MMD;HNRNPA1P48;LCN2;HMGA1;SPINT2;DES;TACSTD2;KRT17;C12orf75;IFI6;APOE;UGCG;RARRES1;CD47;EPCAM","LINC01986;MMP7;RAB20;CLDN11;EGFL6;MMD;HNRNPA1P48;LCN2;HMGA1;SPINT2;DES;TACSTD2;KRT17;C12orf75;IFI6;APOE;UGCG;RARRES1;CD47;EPCAM;LRRC61;UBE2D1;CXCL2;CXCL3;MX1;ELF3;STMN1;EIF5A;KRT8;AC020916.1;IFI44L;GABPB1-AS1;KLHDC3;CMTM7;KRT18;CAPZA1;KCNQ1OT1;ENAH;PLSCR1;DNAJB11;POLR2J3.1;B4GALT5;RPA1;SNAI2;EPSTI1;UCP2;CRABP2;GOLPH3;FAM49B;PPP1CB","","","","","SUPPORTED","Epithelial","epithelial",7,7.16871801200054,2
"GSE154600","Fibroblast","A_uncorrected","Fibroblast__A_uncorrected__2",608,"Ambiguous",NA,"low","LGALS3","Plasma_cell",1,"Non_cycling","",291,"READY_FOR_ANNOTATION",FALSE,"CA9;WFDC3;ANGPTL4;CA12;NDUFA4L2;TMEM91;EGLN3;NDRG1;ADM;HILPDA;LINC01929;CPE;NOL3;IGFBP6;VEGFA;SERPINE2;ERO1A;BNIP3;CSTA;SLC2A1","CA9;WFDC3;ANGPTL4;CA12;NDUFA4L2;TMEM91;EGLN3;NDRG1;ADM;HILPDA;LINC01929;CPE;NOL3;IGFBP6;VEGFA;SERPINE2;ERO1A;BNIP3;CSTA;SLC2A1;DDIT4;ZFAS1;SCG5;ENO1;SLC38A5;MIF;MT2A;EPB41L4A-AS1;PLIN2;TMEM158;CD68;ALDOC;PLP2;PGK1;MT1E;SPOCK1;ENO2;DPT;NMB;TIMP1;F2R;LTBP1;C5orf46;CD44;LOX;LDHA;SEC61G;CDCP1;SLC16A3;SLC1A5","","","","","INSUFFICIENT_CANONICAL_SUPPORT","Myeloid","myeloid",1,0.252732968539541,0
"GSE154600","Fibroblast","A_uncorrected","Fibroblast__A_uncorrected__3",474,"Ambiguous",NA,"low","IGKC","Epithelial",1,"Non_cycling","",33,"READY_FOR_ANNOTATION",FALSE,"MALAT1;WSB1;IGKC;PABPC1;SLPI;WFDC2;IGLC2;MT-ND3;MT-ND2;RNASE1;AKAP9;MT-ND1;SRGN;RBPJ;SELENOK;EIF5B;MT-CO2;MT-ATP6;KTN1;MT-ND5","MALAT1;WSB1;IGKC;PABPC1;SLPI;WFDC2;IGLC2;MT-ND3;MT-ND2;RNASE1;AKAP9;MT-ND1;SRGN;RBPJ;SELENOK;EIF5B;MT-CO2;MT-ATP6;KTN1;MT-ND5;SLC16A3;HSPE1;CRIP2;NEAT1;PXDN;CCNL1;SRRM1;CTSD;ZFP36L2;RBM25;LRP1;RPN2;MT-ND4","","","","","INSUFFICIENT_CANONICAL_SUPPORT","Plasma_cell","lymphoid",1,1.129039308384,0
"GSE154600","Fibroblast","A_uncorrected","Fibroblast__A_uncorrected__4",288,"Fibroblast","stromal","moderate","POSTN;LUM;DCN","Pericyte",2,"Non_cycling","",167,"READY_FOR_ANNOTATION",FALSE,"DIO2;TMEM204;ALDH1A1;WISP2;LRRC17;APOD;ASPN;FBLN2;EDNRA;PLAC9;SFRP2;LAMP5;POSTN;GGT5;SPARCL1;MGP;FRZB;A2M;NKD2;HTRA3","DIO2;TMEM204;ALDH1A1;WISP2;LRRC17;APOD;ASPN;FBLN2;EDNRA;PLAC9;SFRP2;LAMP5;POSTN;GGT5;SPARCL1;MGP;FRZB;A2M;NKD2;HTRA3;C11orf96;CXCL14;LY96;COLEC12;F13A1;INAFM1;TMEM119;MAFB;C1QTNF3;OMD;PRRX1;TSHZ2;PLPP4;LHFPL6;TNFAIP6;ISLR;AKAP12;SDC1;FABP5;CTSK;COL10A1;PDGFRB;IGFBP4;SLC9A3R2;MTRNR2L8;SUGCT;COX7A1;IGFBP7;IGFBP5;BEST1","","","","","SUPPORTED","Fibroblast","stromal",3,2.7700964612878,0
"GSE154600","Fibroblast","A_uncorrected","Fibroblast__A_uncorrected__5",127,"Ambiguous",NA,"low","APOE","Fibroblast",1,"Non_cycling","",77,"READY_FOR_ANNOTATION",FALSE,"PLA2G2A;HP;ADH1B;C7;TFPI2;CXCL6;CLDN1;MGST1;MGP;CFB;SLC39A8;CXCL1;APOC1;MYC;CXCL2;PROCR;EFEMP1;RARRES1;APOE;GPRC5A","PLA2G2A;HP;ADH1B;C7;TFPI2;CXCL6;CLDN1;MGST1;MGP;CFB;SLC39A8;CXCL1;APOC1;MYC;CXCL2;PROCR;EFEMP1;RARRES1;APOE;GPRC5A;SOD3;SOD2;SELENOP;ID4;RND3;SGK1;KLF4;TRIB1;MEST;IL1R1;NAMPT;TNFAIP3;METTL7A;ALDH1A3;EGFL6;C2;FLRT2;SLIT3;OGN;CEBPD;MAFF;CEBPB;C3;ZFP36;FBLN1;SELENBP1;ZFP36L2;PNRC1;RHOB;NFKBIZ","","","","","INSUFFICIENT_CANONICAL_SUPPORT","Myeloid","myeloid",1,1.82363384241868,0
"GSE154600","Myeloid","B_harmony_sample","Myeloid__B_harmony_sample__0",1198,"Fibroblast","stromal","high","COL1A1;COL6A1;COL6A2;COL1A2;DCN;LUM;COL3A1;CTHRC1","Plasma_cell",5,"Non_cycling","",426,"READY_FOR_ANNOTATION",TRUE,"COMP;CXCL14;MTRNR2L1;AEBP1;SFRP2;COL6A3;MTRNR2L8;TIMP3;HSPG2;HTRA1;COL1A1;BGN;NBL1;COL6A1;SPARCL1;COL6A2;COL5A1;IGFBP2;PTGDS;RPS26","COMP;CXCL14;MTRNR2L1;AEBP1;SFRP2;COL6A3;MTRNR2L8;TIMP3;HSPG2;HTRA1;COL1A1;BGN;NBL1;COL6A1;SPARCL1;COL6A2;COL5A1;IGFBP2;PTGDS;RPS26;THY1;NDUFA4L2;THBS2;COL1A2;KLF2;VMO1;CCDC80;RARRES2;MT-ATP8;OLFML3;IGHGP;MT-ND4L;IGHA1;IGFBP4;AC103591.3;PCOLCE;CAVIN1;SLC4A7;SPARC;IER5;DCN;FOSB;SELENOM;OTUD1;JUND;CCL4;SLPI;COL4A2;MT-ND3;CD93","","","","","SUPPORTED","Fibroblast","stromal",8,6.01350325145668,0
"GSE154600","Myeloid","B_harmony_sample","Myeloid__B_harmony_sample__1",729,"Epithelial","epithelial","high","KRT8;EPCAM;KRT18;KRT17;KRT7","Dendritic",3,"Cycling_possible","TUBA1B",578,"READY_FOR_ANNOTATION",TRUE,"FCER1A;CXCL10;PLAC8;AREG;CLEC10A;PPA1;CRYBG1;INSIG1;GAPT;JAML;ISG20;GBP1;PLD4;RHOH;GBP4;NAF1;GPR183;PKIB;CLEC4A;TAP1","FCER1A;CXCL10;PLAC8;AREG;CLEC10A;PPA1;CRYBG1;INSIG1;GAPT;JAML;ISG20;GBP1;PLD4;RHOH;GBP4;NAF1;GPR183;PKIB;CLEC4A;TAP1;SNHG15;BIRC3;DUSP4;WARS;C15orf48;IRF7;GCA;CCNH;LTB;SAMD9L;HLA-DQB1;IFI30;MXD1;CD48;TNFSF10;MX1;CXCR4;AVPI1;ACSL3;CD40;ISG15;CALHM6;CTSH;RIPK2;HERPUD1;LIMD2;IL2RG;CSF2RA;SEPT6;STX11","","","","","SUPPORTED","Epithelial","epithelial",5,0.998261662423387,1
"GSE154600","Myeloid","B_harmony_sample","Myeloid__B_harmony_sample__2",681,"Epithelial","epithelial","high","KRT18;KRT8;KRT17;KRT7;KRT19;EPCAM","Myeloid",3,"Cycling_possible","TUBA1B;STMN1",379,"READY_FOR_ANNOTATION",TRUE,"AXL;VPS37B;CLN8;NFKBID;FNIP2;LHFPL2;PKIB;SDS;TGFBR1;CCL3L1;SDSL;IFI30;CAMK1;MMP7;LINC01986;ELF3;PHLDA1;GABPB1-AS1;HAVCR2;ASRGL1","AXL;VPS37B;CLN8;NFKBID;FNIP2;LHFPL2;PKIB;SDS;TGFBR1;CCL3L1;SDSL;IFI30;CAMK1;MMP7;LINC01986;ELF3;PHLDA1;GABPB1-AS1;HAVCR2;ASRGL1;RARRES1;KDM6B;ALOX5AP;NR4A3;REL;KLF10;NFKB1;GNB4;RGS16;MX1;OSM;EI24;MEF2A;PIM3;SMIM30;UCP2;RANBP2;TREM2;ID2;PTGER4;ABL2;SLC8A1;TFDP2;BEX4;CCL4L2;KRT18;HIGD1A;RASGEF1B;PLEK;IAH1","","","","","SUPPORTED","Epithelial","epithelial",6,1.96503099060619,2
"GSE154600","Myeloid","B_harmony_sample","Myeloid__B_harmony_sample__3",592,"Ambiguous",NA,"low","IGKC","Epithelial",0,"Non_cycling","",40,"READY_FOR_ANNOTATION",FALSE,"IGKC;FTL;RPL31;RPL35A;RPS20;COX7B;NDUFB9;RPLP1;ATP5F1C;RPS18;TUBA1C;LDHB;COX5A;ATP5PO;CTSL;RBX1;CUTA;GNG5;EIF3H;PSMA4","IGKC;FTL;RPL31;RPL35A;RPS20;COX7B;NDUFB9;RPLP1;ATP5F1C;RPS18;TUBA1C;LDHB;COX5A;ATP5PO;CTSL;RBX1;CUTA;GNG5;EIF3H;PSMA4;PSMD8;VPS28;PGAM1;UQCRQ;COX8A;SEC61B;POLR2L;MT-ND4L;UBL5;TALDO1;NDUFA4;ATP5F1B;COX6B1;AP2S1;MALAT1;COX6A1;PSMB6;NEDD8;HNRNPA3;TUBB4B","","","","","INSUFFICIENT_CANONICAL_SUPPORT","Plasma_cell","lymphoid",1,0.721427528496873,0
"GSE154600","Myeloid","B_harmony_sample","Myeloid__B_harmony_sample__4",560,"Myeloid","myeloid","high","LYZ;LST1;CTSS;TYROBP;AIF1;FCER1G","Endothelial",1,"Non_cycling","",238,"READY_FOR_ANNOTATION",FALSE,"S100A12;MCEMP1;S100A8;S100A9;FCN1;AC245128.3;SMIM25;THBS1;CD300E;VCAN;AQP9;STXBP2;EREG;CD52;CD36;CSTA;LYZ;SLC25A37;PPIF;CCL20","S100A12;MCEMP1;S100A8;S100A9;FCN1;AC245128.3;SMIM25;THBS1;CD300E;VCAN;AQP9;STXBP2;EREG;CD52;CD36;CSTA;LYZ;SLC25A37;PPIF;CCL20;FGR;G0S2;CD55;PLAC8;S100A4;THBD;S100A6;CLEC4E;MXD1;GPCPD1;LST1;TIMP1;TREM1;SLC11A1;C5AR1;NAMPT;MPEG1;SAMSN1;STK17B;ATP2B1;HCST;INHBA;ZFYVE16;SLC2A3;CD93;FBP1;BCL2A1;ARL4A;JMJD1C;NCF2","","","","","SUPPORTED","Myeloid","myeloid",6,4.23804260353029,0
"GSE154600","Myeloid","B_harmony_sample","Myeloid__B_harmony_sample__5",556,"Myeloid","myeloid","high","APOE;C1QB;C1QA;C1QC;MS4A7;CD14;CTSS;CTSD;FCGR1A;AIF1","Dendritic",1,"Non_cycling","",329,"READY_FOR_ANNOTATION",FALSE,"SELENOP;PDK4;CYP27A1;FOLR2;CH25H;HAMP;CD163;MARCO;SLC40A1;PLTP;KCNMA1;SIGLEC1;APOE;C1QB;MTSS1;LGMN;CXCL3;C1QA;MS4A4A;C1QC","SELENOP;PDK4;CYP27A1;FOLR2;CH25H;HAMP;CD163;MARCO;SLC40A1;PLTP;KCNMA1;SIGLEC1;APOE;C1QB;MTSS1;LGMN;CXCL3;C1QA;MS4A4A;C1QC;FUCA1;TCN2;C2;CFD;GPR34;CXCL2;IGF1;ZFAND5;VSIG4;TFDP2;PLD3;MAF;CPM;SLCO2B1;TFRC;F13A1;SNX9;CD72;CTSC;TSC22D1;UGCG;NPL;ACP2;LIPA;CCR1;EGR1;IFI27;ACP5;MS4A7;CD14","","","","","SUPPORTED","Myeloid","myeloid",10,10.164556060566,0
